epoch;start_time;end_time;data;data_start_index;train_loss;train_loss_policy;train_loss_value;train_accuracy_policy;train_accuracy_value;validation_loss;validation_loss_policy;validation_loss_value;validation_accuracy_policy;validation_accuracy_value
86;1578156642.9477074;1578157024.0488472;Model1492000;40000;5.9231767654418945;5.682507038116455;0.2406684309244156;0.21279999613761902;0.6008160710334778;5.910621166229248;5.678539276123047;0.23208005726337433;0.21692000329494476;0.6337571740150452
87;1578157024.0550911;1578157404.8798983;Model1489000;20000;5.923411846160889;5.676634788513184;0.24677562713623047;0.22059999406337738;0.5612062215805054;5.911619663238525;5.674988269805908;0.23662719130516052;0.22020000219345093;0.6337571740150452
88;1578157404.8859515;1578157786.0447996;Model1499000;50000;5.902431964874268;5.67164421081543;0.23078645765781403;0.22519999742507935;0.6364450454711914;5.898517608642578;5.669386386871338;0.22912760078907013;0.226610004901886;0.6337571740150452
89;1578157786.431416;1578158167.4584162;Model1496000;40000;5.915609836578369;5.676644802093506;0.2389668971300125;0.21930000185966492;0.6021098494529724;5.901623249053955;5.670967102050781;0.23065687716007233;0.2254599928855896;0.6337571740150452
90;1578158167.4645655;1578158548.3559017;Model1471000;10000;5.919449329376221;5.677414894104004;0.24203474819660187;0.21870000660419464;0.5888733863830566;5.903657913208008;5.672312259674072;0.23134301602840424;0.2224700003862381;0.6337571740150452
91;1578158548.3618417;1578158929.2881782;Model1480000;0;5.913010120391846;5.670614242553711;0.2423965483903885;0.22339999675750732;0.5890724658966064;5.90483283996582;5.672402858734131;0.23243072628974915;0.22321000695228577;0.6337571740150452
92;1578158929.2941196;1578159310.7687287;Model1482000;20000;5.912028789520264;5.678294658660889;0.23373454809188843;0.21699999272823334;0.6283837556838989;5.901469707489014;5.669890403747559;0.23158042132854462;0.22645999491214752;0.6337571740150452
93;1578159310.775009;1578159691.7022157;Model1492000;50000;5.923369407653809;5.682183265686035;0.24118676781654358;0.2134000062942505;0.5944466590881348;5.910323143005371;5.676111698150635;0.2342107743024826;0.2180899977684021;0.6337571740150452
94;1578159691.708337;1578160072.3363798;Model1496000;50000;5.912851333618164;5.672228813171387;0.24061988294124603;0.2222999930381775;0.597332775592804;5.975916385650635;5.742594242095947;0.23333211243152618;0.1520400047302246;0.6337571740150452
95;1578160072.3423772;1578160453.0814095;Model1490000;40000;5.915518760681152;5.671892166137695;0.24362605810165405;0.22259999811649323;0.5804139971733093;5.898925304412842;5.665730953216553;0.2331998497247696;0.2293899953365326;0.6337571740150452
96;1578160453.471474;1578160834.206971;Model1471000;20000;5.9078545570373535;5.664924144744873;0.24292801320552826;0.2304999977350235;0.5839968323707581;5.900125503540039;5.666754722595215;0.23336589336395264;0.22909000515937805;0.6337571740150452
97;1578160834.2131855;1578161214.896921;Model1480000;10000;5.904181003570557;5.662402629852295;0.2417774349451065;0.23229999840259552;0.5921576619148254;5.901395320892334;5.668554306030273;0.23283660411834717;0.22614000737667084;0.6337571740150452
98;1578161214.9031615;1578161595.5720086;Model1494000;40000;5.917154312133789;5.6717095375061035;0.24544398486614227;0.22339999675750732;0.5698646306991577;5.902116775512695;5.666226387023926;0.23589341342449188;0.22840000689029694;0.6337571740150452
99;1578161595.5778787;1578161976.223416;Model1497000;80000;5.893345355987549;5.65592098236084;0.23742428421974182;0.23899999260902405;0.606090784072876;5.9007368087768555;5.67128849029541;0.22945065796375275;0.22425000369548798;0.6337571740150452
100;1578161976.2295284;1578162356.9565973;Model1484000;40000;5.904982089996338;5.668000221252441;0.2369825541973114;0.226500004529953;0.6164410710334778;5.895533561706543;5.665115833282471;0.2304113656282425;0.23017999529838562;0.6337571740150452
101;1578162357.3405437;1578162738.198415;Model1491000;70000;5.9087934494018555;5.6624755859375;0.2463209331035614;0.23229999840259552;0.5631966590881348;5.9003586769104;5.664841651916504;0.2355181723833084;0.22945000231266022;0.6337571740150452
102;1578162738.2046268;1578163118.9418778;Model1488000;20000;5.902900218963623;5.665193557739258;0.23770488798618317;0.22869999706745148;0.6116639971733093;5.894800662994385;5.662721157073975;0.23207750916481018;0.23202000558376312;0.6337571740150452
